"shipping_id","order_id","shipping_date","shipping_method","shipping_status","flag_shiptype"
1479,2816,"2025-01-04","Same-day","Pending","Fast"
1480,475,"2023-12-22","Express","Lost","Fast"
1481,4730,"2023-10-11","Standard","Lost","Normal"
1482,4281,"2024-04-18","Same-day","Shipped","Fast"
1483,2487,"2024-08-07","Standard","Shipped","Normal"
1484,623,"2025-04-19","Standard","Pending","Normal"
1485,1400,"2023-10-01","Same-day","Delivered","Fast"
1486,4539,"2024-01-22","Express","Pending","Fast"
1487,3073,"2024-07-27","Express","Shipped","Fast"
1488,2706,"2023-12-23","Standard","Lost","Normal"
1489,2958,"2025-03-13","Express","Delivered","Fast"
1490,4251,"2024-11-25","Express","Delivered","Fast"
1491,907,"2024-12-02","Standard","Pending","Normal"
1492,3087,"2024-10-15","Same-day","Delivered","Fast"
1493,3775,"2024-08-16","Standard","Pending","Normal"
1494,2828,"2024-03-24","Same-day","Lost","Fast"
1495,1457,"2024-10-03","Express","Shipped","Fast"
1496,1763,"2024-11-29","Same-day","Delivered","Fast"
1497,4408,"2024-11-18","Standard","Lost","Normal"
1498,1684,"2023-12-12","Same-day","Shipped","Fast"
1499,796,"2025-06-19","Express","Delivered","Fast"
1500,4814,"2023-08-03","Standard","Shipped","Normal"
1501,1806,"2025-01-10","Standard","Lost","Normal"
1502,2549,"2024-03-15","Express","Pending","Fast"
1503,4363,"2025-01-27","Same-day","Lost","Fast"
1504,4686,"2025-06-14","Express","Delivered","Fast"
1505,752,"2025-01-27","Standard","Shipped","Normal"
1506,4488,"2023-11-29","Standard","Lost","Normal"
1507,337,"2024-05-30","Express","Delivered","Fast"
1508,455,"2024-01-30","Express","Lost","Fast"
1509,1607,"2024-07-02","Standard","Pending","Normal"
1510,4366,"2024-06-20","Standard","Lost","Normal"
1511,533,"2023-11-09","Express","Pending","Fast"
1512,2116,"2025-03-03","Standard","Shipped","Normal"
1513,3156,"2024-12-27","Standard","Pending","Normal"
1514,1549,"2023-12-04","Same-day","Pending","Fast"
1515,2123,"2024-03-28","Same-day","Lost","Fast"
1516,1042,"2023-11-30","Standard","Pending","Normal"
1517,4971,"2025-03-11","Express","Delivered","Fast"
1518,1418,"2024-12-30","Same-day","Lost","Fast"
1519,2554,"2024-10-12","Same-day","Shipped","Fast"
1520,1287,"2024-05-24","Standard","Pending","Normal"
1521,843,"2025-05-07","Express","Delivered","Fast"
1522,4983,"2025-07-06","Express","Lost","Fast"
1523,3031,"2025-02-25","Express","Lost","Fast"
1524,4705,"2024-07-20","Same-day","Pending","Fast"
1525,3796,"2024-01-23","Same-day","Shipped","Fast"
1526,1984,"2025-06-08","Express","Pending","Fast"
1527,427,"2025-01-18","Express","Pending","Fast"
1528,4814,"2023-12-24","Express","Shipped","Fast"
1529,833,"2023-10-13","Express","Shipped","Fast"
1530,1421,"2025-02-20","Standard","Delivered","Normal"
1531,519,"2024-04-25","Same-day","Lost","Fast"
1532,4219,"2025-03-18","Express","Delivered","Fast"
1533,2576,"2025-01-07","Same-day","Shipped","Fast"
1534,1268,"2023-12-26","Standard","Delivered","Normal"
1535,3869,"2024-12-02","Express","Pending","Fast"
1536,1583,"2024-02-03","Same-day","Pending","Fast"
1537,2419,"2024-01-19","Express","Delivered","Fast"
1538,743,"2024-11-16","Standard","Pending","Normal"
1539,714,"2024-06-23","Express","Delivered","Fast"
1540,2423,"2024-12-31","Express","Lost","Fast"
1541,3290,"2023-10-24","Standard","Lost","Normal"
1542,722,"2024-12-28","Express","Shipped","Fast"
1543,1611,"2025-06-03","Standard","Shipped","Normal"
1544,2044,"2023-08-07","Standard","Shipped","Normal"
1545,687,"2025-02-09","Express","Delivered","Fast"
1546,2723,"2023-09-06","Same-day","Lost","Fast"
1547,2920,"2025-04-26","Express","Pending","Fast"
1548,2970,"2024-12-19","Same-day","Lost","Fast"
1549,1604,"2023-07-21","Same-day","Shipped","Fast"
1550,443,"2023-12-23","Express","Pending","Fast"
1551,515,"2024-04-09","Express","Shipped","Fast"
1552,2628,"2025-03-08","Express","Pending","Fast"
1553,1831,"2024-02-21","Same-day","Delivered","Fast"
1554,320,"2023-10-15","Express","Shipped","Fast"
1555,1555,"2024-02-20","Same-day","Pending","Fast"
1556,483,"2025-07-07","Express","Lost","Fast"
1557,2518,"2024-01-31","Express","Delivered","Fast"
1558,2432,"2025-04-09","Standard","Pending","Normal"
1559,85,"2023-09-28","Standard","Pending","Normal"
1560,3685,"2024-07-16","Standard","Delivered","Normal"
1561,3613,"2024-08-04","Standard","Lost","Normal"
1562,4365,"2024-07-17","Standard","Delivered","Normal"
1563,721,"2025-02-05","Standard","Lost","Normal"
1564,818,"2023-09-17","Same-day","Lost","Fast"
1565,389,"2024-08-19","Express","Shipped","Fast"
1566,3337,"2023-09-24","Same-day","Lost","Fast"
1567,2954,"2024-04-10","Standard","Shipped","Normal"
1568,4498,"2024-01-29","Standard","Lost","Normal"
1569,2483,"2024-03-21","Express","Shipped","Fast"
1570,2563,"2024-01-13","Standard","Shipped","Normal"
1571,2620,"2024-01-04","Standard","Lost","Normal"
1572,3741,"2025-04-23","Same-day","Delivered","Fast"
1573,3333,"2025-04-11","Express","Lost","Fast"
1574,3541,"2024-05-06","Same-day","Shipped","Fast"
1575,1945,"2023-08-11","Express","Delivered","Fast"
1576,2503,"2024-09-13","Express","Pending","Fast"
1577,2667,"2023-12-15","Same-day","Pending","Fast"
1578,2487,"2024-02-13","Standard","Lost","Normal"
1579,981,"2024-11-28","Same-day","Shipped","Fast"
1580,4575,"2024-11-24","Standard","Shipped","Normal"
1581,1506,"2025-05-24","Same-day","Delivered","Fast"
1582,4896,"2025-04-08","Same-day","Shipped","Fast"
1583,4842,"2024-08-12","Express","Lost","Fast"
1584,806,"2023-08-15","Same-day","Delivered","Fast"
1585,1159,"2023-08-01","Standard","Delivered","Normal"
1586,3331,"2025-06-13","Express","Pending","Fast"
1587,4899,"2025-01-13","Same-day","Lost","Fast"
1588,2187,"2024-12-25","Standard","Lost","Normal"
1589,2796,"2024-10-30","Same-day","Shipped","Fast"
1590,1251,"2024-07-31","Express","Lost","Fast"
1591,452,"2024-08-01","Same-day","Pending","Fast"
1592,3416,"2024-10-01","Standard","Lost","Normal"
1593,2514,"2023-10-18","Same-day","Lost","Fast"
1594,673,"2024-01-12","Express","Pending","Fast"
1595,844,"2024-07-10","Same-day","Shipped","Fast"
1596,188,"2023-09-21","Same-day","Delivered","Fast"
1597,3436,"2023-10-30","Express","Lost","Fast"
1598,858,"2024-01-23","Standard","Lost","Normal"
1599,3133,"2023-11-24","Same-day","Delivered","Fast"
1600,3118,"2025-03-24","Standard","Shipped","Normal"
1601,765,"2025-03-17","Express","Delivered","Fast"
1602,142,"2024-10-22","Standard","Delivered","Normal"
1603,483,"2023-08-01","Same-day","Delivered","Fast"
1604,4313,"2025-02-06","Same-day","Lost","Fast"
1605,1085,"2025-03-26","Same-day","Lost","Fast"
1606,1312,"2024-10-12","Standard","Shipped","Normal"
1607,2049,"2025-07-01","Express","Pending","Fast"
1608,1098,"2025-01-17","Same-day","Delivered","Fast"
1609,1012,"2024-11-03","Express","Lost","Fast"
1610,3314,"2024-09-16","Standard","Delivered","Normal"
1611,4388,"2024-06-13","Same-day","Shipped","Fast"
1612,1159,"2025-01-20","Standard","Delivered","Normal"
1613,3420,"2024-08-21","Standard","Pending","Normal"
1614,4125,"2024-03-06","Standard","Lost","Normal"
1615,1032,"2025-06-19","Express","Delivered","Fast"
1616,1245,"2025-01-20","Same-day","Pending","Fast"
1617,686,"2025-02-11","Express","Shipped","Fast"
1618,4090,"2024-03-14","Standard","Delivered","Normal"
1619,2916,"2025-01-19","Standard","Shipped","Normal"
1620,3295,"2024-08-06","Express","Lost","Fast"
1621,1397,"2025-01-15","Same-day","Pending","Fast"
1622,3122,"2024-03-02","Same-day","Lost","Fast"
1623,4657,"2024-05-16","Express","Pending","Fast"
1624,3125,"2024-09-04","Same-day","Delivered","Fast"
1625,1197,"2024-03-17","Express","Pending","Fast"
1626,250,"2025-04-25","Standard","Shipped","Normal"
1627,4335,"2024-09-09","Same-day","Pending","Fast"
1628,1586,"2025-01-07","Express","Pending","Fast"
1629,2220,"2024-05-15","Express","Pending","Fast"
1630,4068,"2024-10-20","Standard","Pending","Normal"
1631,4694,"2025-06-11","Standard","Pending","Normal"
1632,708,"2023-11-05","Same-day","Shipped","Fast"
1633,32,"2024-05-31","Express","Delivered","Fast"
1634,92,"2025-02-06","Standard","Shipped","Normal"
1635,2829,"2024-11-28","Express","Shipped","Fast"
1636,4659,"2024-02-08","Same-day","Lost","Fast"
1637,1888,"2024-11-29","Express","Shipped","Fast"
1638,1140,"2023-11-05","Same-day","Pending","Fast"
1639,2882,"2024-01-09","Same-day","Pending","Fast"
1640,4033,"2024-07-29","Same-day","Shipped","Fast"
1641,1061,"2024-11-02","Express","Delivered","Fast"
1642,1087,"2025-06-07","Same-day","Delivered","Fast"
1643,4516,"2023-11-22","Standard","Delivered","Normal"
1644,3735,"2025-06-18","Express","Delivered","Fast"
1645,403,"2024-07-16","Standard","Lost","Normal"
1646,1649,"2023-10-17","Same-day","Lost","Fast"
1647,1294,"2024-10-16","Express","Lost","Fast"
1648,1195,"2025-04-03","Express","Shipped","Fast"
1649,250,"2025-01-26","Express","Delivered","Fast"
1650,382,"2024-10-07","Same-day","Delivered","Fast"
1651,3796,"2023-09-12","Same-day","Shipped","Fast"
1652,2190,"2023-08-20","Express","Lost","Fast"
1653,4579,"2024-10-27","Express","Lost","Fast"
1654,2783,"2024-10-26","Same-day","Lost","Fast"
1655,4042,"2024-03-08","Express","Shipped","Fast"
1656,1056,"2024-04-11","Express","Delivered","Fast"
1657,2082,"2024-01-26","Standard","Delivered","Normal"
1658,1568,"2025-03-20","Standard","Lost","Normal"
1659,4559,"2023-12-18","Same-day","Pending","Fast"
1660,3794,"2024-05-15","Same-day","Shipped","Fast"
1661,1001,"2024-11-01","Express","Shipped","Fast"
1662,1186,"2024-03-28","Same-day","Lost","Fast"
1663,4998,"2024-01-14","Same-day","Delivered","Fast"
1664,2865,"2025-02-16","Express","Delivered","Fast"
1665,724,"2024-12-07","Express","Lost","Fast"
1666,2419,"2025-04-20","Standard","Lost","Normal"
1667,2742,"2023-11-16","Express","Lost","Fast"
1668,1526,"2023-12-25","Express","Lost","Fast"
1669,367,"2025-02-07","Standard","Lost","Normal"
1670,2714,"2024-12-09","Same-day","Delivered","Fast"
1671,4193,"2025-05-02","Standard","Lost","Normal"
1672,189,"2025-05-15","Standard","Lost","Normal"
1673,1208,"2024-02-23","Standard","Lost","Normal"
1674,4228,"2025-03-11","Express","Lost","Fast"
1675,3273,"2024-03-25","Same-day","Delivered","Fast"
1676,131,"2024-10-10","Same-day","Lost","Fast"
1677,3114,"2025-03-15","Standard","Lost","Normal"
1678,360,"2024-02-21","Same-day","Shipped","Fast"
1679,2360,"2024-08-05","Express","Delivered","Fast"
1680,4526,"2023-12-17","Standard","Pending","Normal"
1681,235,"2023-08-05","Express","Shipped","Fast"
1682,1422,"2023-11-21","Express","Delivered","Fast"
1683,1491,"2024-04-06","Express","Pending","Fast"
1684,2148,"2023-08-16","Same-day","Lost","Fast"
1685,105,"2024-04-12","Same-day","Delivered","Fast"
1686,3429,"2024-05-07","Express","Delivered","Fast"
1687,2938,"2024-03-07","Same-day","Delivered","Fast"
1688,2462,"2024-06-05","Express","Pending","Fast"
1689,3909,"2024-02-21","Same-day","Shipped","Fast"
1690,2159,"2025-06-09","Standard","Lost","Normal"
1691,3696,"2025-04-13","Standard","Delivered","Normal"
1692,3270,"2023-07-25","Express","Shipped","Fast"
1693,4973,"2025-02-01","Same-day","Delivered","Fast"
1694,2795,"2024-04-14","Standard","Lost","Normal"
1695,342,"2024-06-05","Express","Pending","Fast"
1696,4748,"2025-06-13","Same-day","Lost","Fast"
1697,191,"2024-06-24","Standard","Pending","Normal"
1698,2107,"2023-08-09","Same-day","Lost","Fast"
1699,684,"2025-04-17","Standard","Delivered","Normal"
1700,4118,"2024-10-16","Standard","Delivered","Normal"
1701,4788,"2023-08-11","Express","Delivered","Fast"
1702,4138,"2024-01-21","Express","Pending","Fast"
1703,2708,"2023-08-18","Same-day","Pending","Fast"
1704,3569,"2025-03-06","Same-day","Shipped","Fast"
1705,3213,"2025-06-19","Same-day","Lost","Fast"
1706,2127,"2024-01-10","Express","Shipped","Fast"
1707,1674,"2024-06-28","Same-day","Delivered","Fast"
1708,289,"2024-08-08","Standard","Shipped","Normal"
1709,769,"2024-07-14","Same-day","Lost","Fast"
1710,3187,"2024-01-25","Same-day","Pending","Fast"
1711,2698,"2024-10-06","Standard","Lost","Normal"
1712,2904,"2024-07-13","Standard","Pending","Normal"
1713,3535,"2024-11-29","Standard","Lost","Normal"
1714,1103,"2025-05-31","Express","Delivered","Fast"
1715,1807,"2024-10-09","Standard","Shipped","Normal"
1716,4218,"2024-09-20","Express","Shipped","Fast"
1717,4579,"2024-05-09","Same-day","Lost","Fast"
1718,4032,"2025-07-12","Standard","Lost","Normal"
1719,4349,"2024-11-17","Standard","Pending","Normal"
1720,4167,"2024-04-29","Same-day","Delivered","Fast"
1721,4182,"2024-03-12","Same-day","Lost","Fast"
1722,3628,"2024-03-31","Same-day","Lost","Fast"
1723,3121,"2023-08-06","Express","Pending","Fast"
1724,2848,"2024-08-31","Same-day","Shipped","Fast"
1725,3487,"2024-08-20","Same-day","Pending","Fast"
1726,1947,"2023-12-22","Express","Pending","Fast"
1727,607,"2023-11-25","Express","Shipped","Fast"
1728,1688,"2024-03-09","Express","Delivered","Fast"
1729,3190,"2024-06-21","Standard","Pending","Normal"
1730,430,"2024-01-07","Same-day","Shipped","Fast"
1731,3414,"2024-04-20","Same-day","Pending","Fast"
1732,1049,"2024-12-15","Standard","Shipped","Normal"
1733,1131,"2024-11-07","Standard","Pending","Normal"
1734,4847,"2024-07-06","Express","Pending","Fast"
1735,189,"2024-05-03","Same-day","Pending","Fast"
1736,723,"2023-08-27","Express","Shipped","Fast"
1737,801,"2024-07-03","Same-day","Shipped","Fast"
1738,1586,"2025-06-28","Express","Shipped","Fast"
1739,4555,"2023-08-28","Standard","Shipped","Normal"
1740,3131,"2024-11-08","Same-day","Delivered","Fast"
1741,75,"2024-08-27","Express","Shipped","Fast"
1742,2290,"2024-07-30","Standard","Lost","Normal"
1743,3949,"2024-11-30","Same-day","Delivered","Fast"
1744,4827,"2025-01-15","Same-day","Delivered","Fast"
1745,2270,"2024-12-17","Same-day","Delivered","Fast"
1746,3664,"2024-05-25","Standard","Delivered","Normal"
1747,653,"2024-10-24","Express","Lost","Fast"
1748,4731,"2024-09-15","Same-day","Delivered","Fast"
1749,127,"2024-02-20","Express","Delivered","Fast"
1750,1756,"2024-03-10","Standard","Pending","Normal"
1751,4170,"2023-10-07","Same-day","Delivered","Fast"
1752,137,"2025-04-17","Standard","Delivered","Normal"
1753,1699,"2024-07-24","Same-day","Pending","Fast"
1754,2698,"2025-06-26","Standard","Lost","Normal"
1755,994,"2024-01-31","Express","Shipped","Fast"
1756,2101,"2024-06-17","Standard","Delivered","Normal"
1757,4269,"2024-03-16","Same-day","Shipped","Fast"
1758,4808,"2023-09-29","Same-day","Delivered","Fast"
1759,2644,"2023-10-20","Express","Pending","Fast"
1760,2015,"2023-12-29","Same-day","Lost","Fast"
1761,4589,"2023-10-27","Express","Lost","Fast"
1762,1381,"2025-03-07","Express","Delivered","Fast"
1763,4666,"2025-01-20","Same-day","Delivered","Fast"
1764,2375,"2024-03-09","Express","Lost","Fast"
1765,2524,"2025-05-23","Same-day","Pending","Fast"
1766,602,"2024-01-05","Same-day","Delivered","Fast"
1767,4827,"2025-05-13","Standard","Shipped","Normal"
1768,1000,"2025-02-28","Same-day","Lost","Fast"
1769,2127,"2024-01-16","Standard","Pending","Normal"
1770,3766,"2024-12-22","Standard","Lost","Normal"
1771,4616,"2024-01-18","Standard","Shipped","Normal"
1772,392,"2024-07-13","Express","Pending","Fast"
1773,2963,"2025-04-04","Express","Delivered","Fast"
1774,1912,"2025-02-24","Express","Delivered","Fast"
1775,2521,"2024-08-21","Express","Lost","Fast"
1776,3609,"2023-09-01","Same-day","Lost","Fast"
1777,1050,"2024-01-24","Express","Lost","Fast"
1778,4595,"2025-02-13","Same-day","Pending","Fast"
1779,1961,"2024-07-24","Express","Pending","Fast"
1780,4822,"2024-11-17","Standard","Delivered","Normal"
1781,2937,"2025-01-20","Standard","Lost","Normal"
1782,762,"2024-06-07","Express","Delivered","Fast"
1783,3350,"2023-10-12","Same-day","Shipped","Fast"
1784,3885,"2023-08-17","Same-day","Lost","Fast"
1785,1762,"2024-05-15","Standard","Pending","Normal"
1786,462,"2023-08-13","Same-day","Delivered","Fast"
1787,4624,"2024-08-22","Same-day","Lost","Fast"
1788,2715,"2023-10-17","Standard","Shipped","Normal"
1789,1811,"2024-06-22","Same-day","Shipped","Fast"
1790,1033,"2025-07-11","Express","Shipped","Fast"
1791,3227,"2025-06-10","Standard","Lost","Normal"
1792,4043,"2024-09-29","Same-day","Pending","Fast"
1793,65,"2024-10-21","Same-day","Delivered","Fast"
1794,4560,"2025-05-21","Same-day","Lost","Fast"
1795,2096,"2024-03-09","Express","Delivered","Fast"
1796,4183,"2025-03-06","Standard","Lost","Normal"
1797,4236,"2024-05-18","Same-day","Lost","Fast"
1798,3310,"2023-09-13","Standard","Pending","Normal"
1799,4332,"2023-11-24","Express","Pending","Fast"
1800,3391,"2024-02-13","Same-day","Lost","Fast"
1801,2718,"2023-11-21","Same-day","Delivered","Fast"
1802,3113,"2024-02-17","Standard","Pending","Normal"
1803,1223,"2025-02-07","Standard","Lost","Normal"
1804,4858,"2023-07-26","Express","Delivered","Fast"
1805,1367,"2025-03-04","Standard","Shipped","Normal"
1806,3012,"2024-05-02","Standard","Lost","Normal"
1807,4382,"2024-04-03","Express","Lost","Fast"
1808,1521,"2024-09-05","Express","Pending","Fast"
1809,1302,"2024-12-14","Express","Lost","Fast"
1810,4306,"2024-07-22","Express","Lost","Fast"
1811,1350,"2023-08-15","Express","Shipped","Fast"
1812,4396,"2025-02-25","Same-day","Shipped","Fast"
1813,14,"2024-03-10","Same-day","Shipped","Fast"
1814,908,"2024-03-25","Standard","Pending","Normal"
1815,4317,"2024-11-14","Standard","Lost","Normal"
1816,1789,"2024-02-06","Same-day","Shipped","Fast"
1817,1264,"2024-08-21","Same-day","Shipped","Fast"
1818,2011,"2024-10-28","Standard","Delivered","Normal"
1819,3060,"2023-07-30","Standard","Pending","Normal"
1820,1718,"2025-03-28","Same-day","Shipped","Fast"
1821,342,"2024-08-08","Express","Pending","Fast"
1822,3579,"2024-08-13","Express","Lost","Fast"
1823,4178,"2025-05-25","Express","Pending","Fast"
1824,4213,"2023-09-05","Standard","Shipped","Normal"
1825,2809,"2024-01-06","Same-day","Pending","Fast"
1826,3499,"2024-01-12","Express","Shipped","Fast"
1827,4385,"2025-05-29","Express","Delivered","Fast"
1828,2442,"2025-06-22","Standard","Shipped","Normal"
1829,3461,"2024-08-17","Same-day","Shipped","Fast"
1830,3973,"2024-04-02","Same-day","Delivered","Fast"
1831,3355,"2025-02-03","Same-day","Delivered","Fast"
1832,4057,"2025-01-30","Same-day","Lost","Fast"
1833,4116,"2025-07-17","Same-day","Pending","Fast"
1834,152,"2024-09-01","Express","Delivered","Fast"
1835,3271,"2024-10-08","Same-day","Delivered","Fast"
1836,2282,"2024-11-21","Standard","Lost","Normal"
1837,2654,"2024-10-11","Standard","Pending","Normal"
1838,4520,"2024-06-03","Express","Pending","Fast"
1839,1793,"2024-07-24","Same-day","Shipped","Fast"
1840,3930,"2025-03-30","Same-day","Shipped","Fast"
1841,2203,"2024-11-16","Express","Lost","Fast"
1842,2300,"2023-10-25","Express","Delivered","Fast"
1843,4707,"2023-09-11","Same-day","Lost","Fast"
1844,2667,"2024-10-30","Same-day","Lost","Fast"
1845,4710,"2023-11-15","Same-day","Pending","Fast"
1846,3891,"2025-02-11","Express","Pending","Fast"
1847,2743,"2025-02-18","Express","Pending","Fast"
1848,1201,"2024-01-25","Standard","Delivered","Normal"
1849,651,"2024-10-23","Standard","Shipped","Normal"
1850,1893,"2025-02-23","Express","Pending","Fast"
1851,2928,"2024-10-24","Same-day","Delivered","Fast"
1852,1644,"2023-07-25","Same-day","Pending","Fast"
1853,665,"2024-07-26","Standard","Pending","Normal"
