order_id,shipping_id,shipping_method,shipping_status,shipping_date
ORD12493,SHP11493,Standard,Delivered,2024-04-09
ORD12494,SHP11494,Same Day,Delivered,2023-08-26
ORD12495,SHP11495,Same Day,Delivered,2024-11-30
ORD12496,SHP11496,Same Day,Delivered,2023-02-10
ORD12497,SHP11497,Standard,Failed,2023-05-25
ORD12498,SHP11498,Same Day,Delivered,2023-07-15
ORD12499,SHP11499,Express,Delivered,2024-06-13
ORD12500,SHP11500,Same Day,Delivered,2025-02-11
ORD12501,SHP11501,Express,Cancelled,2024-10-13
ORD12502,SHP11502,Express,Delivered,2023-01-07
ORD12503,SHP11503,Express,Delivered,2024-07-16
ORD12504,SHP11504,Express,Delivered,2023-04-08
ORD12505,SHP11505,Same Day,Delivered,2024-12-19
ORD12506,SHP11506,Standard,Delivered,2024-02-22
ORD12507,SHP11507,Standard,Cancelled,2024-06-22
ORD12508,SHP11508,Express,In Transit,2025-05-07
ORD12509,SHP11509,Same Day,Delivered,2024-03-07
ORD12510,SHP11510,Standard,Delivered,2023-08-28
ORD12511,SHP11511,Same Day,Delivered,2023-12-20
ORD12512,SHP11512,Standard,In Transit,2025-01-29
ORD12513,SHP11513,Express,Delivered,2025-05-23
ORD12514,SHP11514,Express,Delivered,2024-04-27
ORD12515,SHP11515,Express,Failed,2025-04-19
ORD12516,SHP11516,Standard,Delivered,2024-02-01
ORD12517,SHP11517,Same Day,In Transit,2023-12-22
ORD12518,SHP11518,Express,Delivered,2024-02-22
ORD12519,SHP11519,Same Day,Delivered,2025-06-06
ORD12520,SHP11520,Same Day,Delivered,2025-06-09
ORD12521,SHP11521,Express,Delivered,2023-02-23
ORD12522,SHP11522,Standard,Cancelled,2023-03-23
ORD12523,SHP11523,Express,Delivered,2023-02-07
ORD12524,SHP11524,Express,Delivered,2023-03-12
ORD12525,SHP11525,Standard,Delivered,2024-10-06
ORD12526,SHP11526,Same Day,Delivered,2025-06-04
ORD12527,SHP11527,Standard,Delivered,2024-10-31
ORD12528,SHP11528,Standard,Delivered,2025-01-28
ORD12529,SHP11529,Express,In Transit,2024-09-19
ORD12530,SHP11530,Standard,Delivered,2024-11-15
ORD12531,SHP11531,Standard,Delivered,2024-04-29
ORD12532,SHP11532,Standard,Delivered,2024-04-16
ORD12533,SHP11533,Same Day,Delivered,2023-05-25
ORD12534,SHP11534,Same Day,In Transit,2023-12-26
ORD12535,SHP11535,Express,Delivered,2024-12-15
ORD12536,SHP11536,Express,Delivered,2024-04-17
ORD12537,SHP11537,Same Day,Delivered,2024-09-16
ORD12538,SHP11538,Standard,Delivered,2025-06-10
ORD12539,SHP11539,Express,Delivered,2024-08-15
ORD12540,SHP11540,Express,Delivered,2025-06-21
ORD12541,SHP11541,Standard,Delivered,2024-11-09
ORD12542,SHP11542,Standard,Delivered,2024-03-20
ORD12543,SHP11543,Standard,Delivered,2024-06-19
ORD12544,SHP11544,Standard,Delivered,2023-05-11
ORD12545,SHP11545,Standard,Delivered,2023-07-26
ORD12546,SHP11546,Same Day,Delivered,2023-02-03
ORD12547,SHP11547,Standard,Delivered,2024-03-23
ORD12548,SHP11548,Express,Delivered,2024-12-20
ORD12549,SHP11549,Same Day,Delivered,2024-04-12
ORD12550,SHP11550,Express,Delivered,2023-10-08
ORD12551,SHP11551,Standard,In Transit,2023-06-04
ORD12552,SHP11552,Express,Delivered,2023-09-01
ORD12553,SHP11553,Standard,Delivered,2023-09-27
ORD12554,SHP11554,Express,Failed,2024-11-25
ORD12555,SHP11555,Express,Delivered,2023-04-21
ORD12556,SHP11556,Standard,Delivered,2024-03-11
ORD12557,SHP11557,Express,In Transit,2024-05-17
ORD12558,SHP11558,Same Day,Delivered,2024-03-17
ORD12559,SHP11559,Express,Cancelled,2025-01-19
ORD12560,SHP11560,Same Day,Failed,2024-11-21
ORD12561,SHP11561,Same Day,Delivered,2023-06-10
ORD12562,SHP11562,Express,Cancelled,2023-06-24
ORD12563,SHP11563,Same Day,Failed,2024-05-12
ORD12564,SHP11564,Same Day,Delivered,2023-11-11
ORD12565,SHP11565,Express,Cancelled,2024-02-09
ORD12566,SHP11566,Standard,Delivered,2024-11-03
ORD12567,SHP11567,Standard,Delivered,2025-02-12
ORD12568,SHP11568,Same Day,Delivered,2024-11-09
ORD12569,SHP11569,Same Day,Delivered,2024-10-21
ORD12570,SHP11570,Standard,Delivered,2025-06-27
ORD12571,SHP11571,Same Day,Delivered,2024-11-01
ORD12572,SHP11572,Standard,Delivered,2024-04-12
ORD12573,SHP11573,Express,Delivered,2024-01-06
ORD12574,SHP11574,Same Day,Delivered,2024-07-07
ORD12575,SHP11575,Express,Delivered,2024-10-10
ORD12576,SHP11576,Standard,Delivered,2025-05-24
ORD12577,SHP11577,Standard,In Transit,2023-09-15
ORD12578,SHP11578,Express,Delivered,2023-08-01
ORD12579,SHP11579,Same Day,Delivered,2024-03-30
ORD12580,SHP11580,Express,Delivered,2023-04-10
ORD12581,SHP11581,Express,Delivered,2025-05-13
ORD12582,SHP11582,Same Day,Delivered,2025-04-22
ORD12583,SHP11583,Standard,Cancelled,2024-04-28
ORD12584,SHP11584,Express,Delivered,2024-11-18
ORD12585,SHP11585,Express,Delivered,2025-02-04
ORD12586,SHP11586,Standard,Delivered,2023-07-15
ORD12587,SHP11587,Express,Delivered,2024-12-16
ORD12588,SHP11588,Standard,Delivered,2024-05-01
ORD12589,SHP11589,Same Day,Delivered,2025-01-06
ORD12590,SHP11590,Standard,Delivered,2024-06-20
ORD12591,SHP11591,Standard,Delivered,2025-01-31
ORD12592,SHP11592,Express,Delivered,2024-03-02
ORD12593,SHP11593,Standard,In Transit,2025-04-18
ORD12594,SHP11594,Standard,Delivered,2024-10-04
ORD12595,SHP11595,Express,Cancelled,2024-08-31
ORD12596,SHP11596,Standard,Delivered,2025-03-24
ORD12597,SHP11597,Express,Delivered,2023-05-19
ORD12598,SHP11598,Same Day,Delivered,2023-03-01
ORD12599,SHP11599,Standard,Delivered,2024-05-29
ORD12600,SHP11600,Same Day,Delivered,2024-11-03
ORD12601,SHP11601,Standard,Delivered,2024-06-28
ORD12602,SHP11602,Standard,Delivered,2024-02-16
ORD12603,SHP11603,Same Day,Delivered,2023-08-05
ORD12604,SHP11604,Same Day,Delivered,2024-10-28
ORD12605,SHP11605,Express,Delivered,2023-10-25
ORD12606,SHP11606,Express,Delivered,2025-01-09
ORD12607,SHP11607,Same Day,Delivered,2023-05-01
ORD12608,SHP11608,Standard,Delivered,2024-11-02
ORD12609,SHP11609,Express,Delivered,2023-09-22
ORD12610,SHP11610,Standard,Delivered,2025-02-06
ORD12611,SHP11611,Express,Delivered,2023-05-06
ORD12612,SHP11612,Express,Delivered,2023-10-31
ORD12613,SHP11613,Express,In Transit,2025-02-14
ORD12614,SHP11614,Same Day,Delivered,2024-01-20
ORD12615,SHP11615,Standard,Delivered,2024-07-17
ORD12616,SHP11616,Same Day,Delivered,2025-06-09
ORD12617,SHP11617,Express,In Transit,2025-04-25
ORD12618,SHP11618,Same Day,Delivered,2024-05-19
ORD12619,SHP11619,Same Day,Cancelled,2023-10-30
ORD12620,SHP11620,Same Day,Delivered,2024-01-01
ORD12621,SHP11621,Standard,Delivered,2024-08-16
ORD12622,SHP11622,Same Day,Delivered,2024-04-10
ORD12623,SHP11623,Same Day,Delivered,2024-03-18
ORD12624,SHP11624,Same Day,Delivered,2023-05-10
ORD12625,SHP11625,Same Day,Delivered,2023-07-22
ORD12626,SHP11626,Same Day,Delivered,2023-08-14
ORD12627,SHP11627,Same Day,Delivered,2023-04-05
ORD12628,SHP11628,Same Day,Delivered,2024-02-16
ORD12629,SHP11629,Express,Delivered,2023-01-09
ORD12630,SHP11630,Same Day,Delivered,2024-07-03
ORD12631,SHP11631,Same Day,Delivered,2024-04-16
ORD12632,SHP11632,Standard,Delivered,2023-11-17
ORD12633,SHP11633,Express,Delivered,2024-02-04
ORD12634,SHP11634,Same Day,Delivered,2023-09-29
ORD12635,SHP11635,Standard,Delivered,2023-07-14
ORD12636,SHP11636,Same Day,Delivered,2025-05-13
ORD12637,SHP11637,Same Day,Delivered,2024-11-09
ORD12638,SHP11638,Same Day,Delivered,2023-03-05
ORD12639,SHP11639,Same Day,Failed,2024-03-16
ORD12640,SHP11640,Same Day,Delivered,2023-09-22
ORD12641,SHP11641,Standard,Delivered,2025-03-11
ORD12642,SHP11642,Same Day,In Transit,2023-04-10
ORD12643,SHP11643,Standard,Delivered,2024-07-07
ORD12644,SHP11644,Same Day,In Transit,2024-04-17
ORD12645,SHP11645,Standard,Delivered,2024-10-25
ORD12646,SHP11646,Express,Delivered,2024-12-21
ORD12647,SHP11647,Same Day,Delivered,2025-02-22
ORD12648,SHP11648,Express,Failed,2024-05-31
ORD12649,SHP11649,Express,Delivered,2024-11-25
ORD12650,SHP11650,Express,Delivered,2023-07-15
ORD12651,SHP11651,Same Day,Delivered,2024-04-27
ORD12652,SHP11652,Express,Delivered,2025-06-21
ORD12653,SHP11653,Standard,Delivered,2023-12-07
ORD12654,SHP11654,Same Day,Delivered,2024-03-15
ORD12655,SHP11655,Express,Delivered,2023-07-17
ORD12656,SHP11656,Same Day,Delivered,2025-05-08
ORD12657,SHP11657,Express,In Transit,2023-09-08
ORD12658,SHP11658,Standard,Delivered,2024-05-16
ORD12659,SHP11659,Same Day,Delivered,2023-08-01
ORD12660,SHP11660,Same Day,Delivered,2024-10-31
ORD12661,SHP11661,Express,Delivered,2024-11-01
ORD12662,SHP11662,Standard,Delivered,2024-04-14
ORD12663,SHP11663,Same Day,Delivered,2025-05-28
ORD12664,SHP11664,Express,Delivered,2024-10-14
ORD12665,SHP11665,Standard,Delivered,2023-08-12
ORD12666,SHP11666,Standard,Delivered,2023-10-02
ORD12667,SHP11667,Standard,Delivered,2023-06-06
ORD12668,SHP11668,Standard,Delivered,2023-09-08
ORD12669,SHP11669,Same Day,Delivered,2023-10-10
ORD12670,SHP11670,Same Day,Delivered,2024-03-16
ORD12671,SHP11671,Standard,Delivered,2025-03-29
ORD12672,SHP11672,Express,Delivered,2023-10-07
ORD12673,SHP11673,Express,Delivered,2024-05-29
ORD12674,SHP11674,Standard,Delivered,2023-03-30
ORD12675,SHP11675,Standard,Delivered,2025-03-14
ORD12676,SHP11676,Express,In Transit,2024-10-08
ORD12677,SHP11677,Standard,Delivered,2024-05-24
ORD12678,SHP11678,Standard,Delivered,2024-08-15
ORD12679,SHP11679,Same Day,Cancelled,2025-02-13
ORD12680,SHP11680,Same Day,Delivered,2023-08-30
ORD12681,SHP11681,Standard,Delivered,2024-10-17
ORD12682,SHP11682,Standard,Delivered,2025-01-10
ORD12683,SHP11683,Same Day,Delivered,2024-11-09
ORD12684,SHP11684,Standard,Delivered,2023-08-26
ORD12685,SHP11685,Same Day,Delivered,2023-05-09
ORD12686,SHP11686,Same Day,In Transit,2024-05-18
ORD12687,SHP11687,Express,Delivered,2023-07-23
ORD12688,SHP11688,Same Day,Delivered,2025-06-25
ORD12689,SHP11689,Express,Delivered,2024-07-02
ORD12690,SHP11690,Express,Delivered,2024-05-21
ORD12691,SHP11691,Same Day,Delivered,2024-10-16
ORD12692,SHP11692,Standard,In Transit,2024-05-07
ORD12693,SHP11693,Same Day,Delivered,2023-01-22
ORD12694,SHP11694,Express,Delivered,2023-08-25
ORD12695,SHP11695,Same Day,Delivered,2024-12-17
ORD12696,SHP11696,Same Day,Failed,2025-03-03
ORD12697,SHP11697,Express,Delivered,2024-10-06
ORD12698,SHP11698,Same Day,Delivered,2024-02-26
ORD12699,SHP11699,Same Day,Delivered,2023-05-31
ORD12700,SHP11700,Express,In Transit,2023-01-30
ORD12701,SHP11701,Standard,Delivered,2023-12-31
ORD12702,SHP11702,Express,In Transit,2023-11-07
ORD12703,SHP11703,Express,Failed,2025-06-02
ORD12704,SHP11704,Same Day,Delivered,2023-06-14
ORD12705,SHP11705,Express,Delivered,2025-05-23
ORD12706,SHP11706,Same Day,Delivered,2025-05-04
ORD12707,SHP11707,Same Day,Delivered,2023-03-08
ORD12708,SHP11708,Same Day,Delivered,2023-05-10
ORD12709,SHP11709,Express,Delivered,2024-04-01
ORD12710,SHP11710,Express,Delivered,2023-03-17
ORD12711,SHP11711,Same Day,Delivered,2025-04-20
ORD12712,SHP11712,Standard,Delivered,2025-06-30
ORD12713,SHP11713,Standard,Delivered,2025-05-31
ORD12714,SHP11714,Express,Delivered,2024-04-14
ORD12715,SHP11715,Same Day,Delivered,2023-09-05
ORD12716,SHP11716,Same Day,Delivered,2024-05-10
ORD12717,SHP11717,Express,Failed,2025-02-04
ORD12718,SHP11718,Standard,Delivered,2023-08-11
ORD12719,SHP11719,Express,Delivered,2024-04-21
ORD12720,SHP11720,Express,Delivered,2024-06-17
ORD12721,SHP11721,Same Day,Delivered,2024-05-14
ORD12722,SHP11722,Express,Delivered,2025-06-22
ORD12723,SHP11723,Standard,Delivered,2023-03-27
ORD12724,SHP11724,Express,Delivered,2025-05-06
ORD12725,SHP11725,Same Day,Delivered,2025-06-01
ORD12726,SHP11726,Standard,Delivered,2024-06-11
ORD12727,SHP11727,Same Day,Delivered,2023-01-14
ORD12728,SHP11728,Express,Delivered,2023-09-26
ORD12729,SHP11729,Express,Delivered,2024-10-24
ORD12730,SHP11730,Express,Delivered,2024-03-25
ORD12731,SHP11731,Same Day,Delivered,2023-07-12
ORD12732,SHP11732,Express,Failed,2025-02-05
ORD12733,SHP11733,Standard,Failed,2023-04-27
ORD12734,SHP11734,Standard,Delivered,2023-02-01
ORD12735,SHP11735,Same Day,Delivered,2025-02-22
ORD12736,SHP11736,Same Day,Delivered,2024-05-19
ORD12737,SHP11737,Same Day,Delivered,2024-05-28
ORD12738,SHP11738,Express,In Transit,2024-06-29
ORD12739,SHP11739,Standard,Delivered,2023-03-05
ORD12740,SHP11740,Standard,Delivered,2023-08-19
ORD12741,SHP11741,Standard,In Transit,2025-03-31
ORD12742,SHP11742,Same Day,Delivered,2024-08-31
ORD12743,SHP11743,Same Day,Delivered,2023-02-10
ORD12744,SHP11744,Express,Delivered,2024-12-10
ORD12745,SHP11745,Same Day,Delivered,2024-04-01
ORD12746,SHP11746,Standard,Delivered,2024-08-16
ORD12747,SHP11747,Express,Delivered,2025-06-11
ORD12748,SHP11748,Same Day,Failed,2024-05-18
ORD12749,SHP11749,Same Day,Delivered,2025-02-03
ORD12750,SHP11750,Standard,Delivered,2024-08-21
ORD12751,SHP11751,Express,Delivered,2023-01-27
ORD12752,SHP11752,Same Day,Delivered,2024-07-27
ORD12753,SHP11753,Same Day,Failed,2023-02-04
ORD12754,SHP11754,Express,Delivered,2025-04-16
ORD12755,SHP11755,Express,In Transit,2023-01-16
ORD12756,SHP11756,Same Day,Delivered,2023-11-21
ORD12757,SHP11757,Same Day,Delivered,2025-04-28
ORD12758,SHP11758,Standard,Failed,2024-08-27
ORD12759,SHP11759,Express,Delivered,2023-01-02
ORD12760,SHP11760,Same Day,Delivered,2024-03-12
ORD12761,SHP11761,Same Day,Delivered,2025-04-18
ORD12762,SHP11762,Same Day,In Transit,2023-05-17
ORD12763,SHP11763,Same Day,In Transit,2023-07-18
ORD12764,SHP11764,Standard,In Transit,2023-05-18
ORD12765,SHP11765,Express,Delivered,2023-03-29
ORD12766,SHP11766,Same Day,Delivered,2024-04-23
ORD12767,SHP11767,Express,Delivered,2025-03-19
ORD12768,SHP11768,Express,Delivered,2025-03-06
ORD12769,SHP11769,Same Day,Delivered,2023-11-22
ORD12770,SHP11770,Same Day,Delivered,2023-07-05
ORD12771,SHP11771,Same Day,Delivered,2024-06-05
ORD12772,SHP11772,Standard,Delivered,2024-10-05
ORD12773,SHP11773,Same Day,In Transit,2023-06-25
ORD12774,SHP11774,Express,Cancelled,2025-02-06
ORD12775,SHP11775,Express,Delivered,2023-01-24
ORD12776,SHP11776,Standard,Delivered,2023-04-18
ORD12777,SHP11777,Same Day,Delivered,2024-08-04
ORD12778,SHP11778,Same Day,Delivered,2024-03-21
ORD12779,SHP11779,Standard,Delivered,2025-02-19
ORD12780,SHP11780,Standard,Cancelled,2023-02-24
ORD12781,SHP11781,Same Day,Delivered,2024-06-15
ORD12782,SHP11782,Same Day,Delivered,2023-05-26
ORD12783,SHP11783,Express,Delivered,2023-12-09
ORD12784,SHP11784,Same Day,Delivered,2025-02-05
ORD12785,SHP11785,Same Day,Delivered,2025-05-08
ORD12786,SHP11786,Express,Delivered,2023-12-23
ORD12787,SHP11787,Express,Delivered,2023-03-17
ORD12788,SHP11788,Express,Delivered,2025-03-17
ORD12789,SHP11789,Express,Delivered,2025-03-09
ORD12790,SHP11790,Standard,Delivered,2024-08-01
ORD12791,SHP11791,Express,Delivered,2024-10-01
ORD12792,SHP11792,Standard,Delivered,2023-11-17
ORD12793,SHP11793,Express,Failed,2023-03-31
ORD12794,SHP11794,Express,Delivered,2024-07-10
ORD12795,SHP11795,Express,Delivered,2024-12-02
ORD12796,SHP11796,Same Day,In Transit,2025-05-18
ORD12797,SHP11797,Standard,Delivered,2025-06-16
ORD12798,SHP11798,Express,In Transit,2025-04-30
ORD12799,SHP11799,Same Day,Failed,2025-02-18
ORD12800,SHP11800,Standard,Delivered,2025-02-27
ORD12801,SHP11801,Standard,In Transit,2023-02-13
ORD12802,SHP11802,Same Day,Delivered,2023-04-08
ORD12803,SHP11803,Standard,Delivered,2024-12-01
ORD12804,SHP11804,Same Day,In Transit,2025-01-02
ORD12805,SHP11805,Express,Failed,2024-05-24
ORD12806,SHP11806,Same Day,Delivered,2024-06-18
ORD12807,SHP11807,Standard,Delivered,2023-09-27
ORD12808,SHP11808,Standard,Delivered,2024-09-19
ORD12809,SHP11809,Express,Delivered,2023-10-24
ORD12810,SHP11810,Same Day,Delivered,2024-04-09
ORD12811,SHP11811,Express,Cancelled,2025-03-18
ORD12812,SHP11812,Same Day,Delivered,2024-07-16
ORD12813,SHP11813,Same Day,Delivered,2025-03-31
ORD12814,SHP11814,Same Day,Delivered,2023-04-12
ORD12815,SHP11815,Express,Delivered,2025-06-08
ORD12816,SHP11816,Express,Delivered,2023-04-09
ORD12817,SHP11817,Standard,Delivered,2023-11-25
ORD12818,SHP11818,Express,Delivered,2023-03-19
ORD12819,SHP11819,Same Day,Delivered,2023-12-06
ORD12820,SHP11820,Same Day,Delivered,2023-03-13
ORD12821,SHP11821,Same Day,Delivered,2025-02-01
ORD12822,SHP11822,Express,Delivered,2023-03-22
ORD12823,SHP11823,Standard,Delivered,2023-07-30
ORD12824,SHP11824,Express,Delivered,2025-06-03
ORD12825,SHP11825,Standard,Delivered,2025-02-07
ORD12826,SHP11826,Express,Delivered,2023-08-14
ORD12827,SHP11827,Same Day,In Transit,2023-09-23
ORD12828,SHP11828,Standard,Cancelled,2024-02-15
ORD12829,SHP11829,Express,Delivered,2023-12-02
ORD12830,SHP11830,Same Day,Delivered,2023-12-12
ORD12831,SHP11831,Standard,Delivered,2025-02-11
ORD12832,SHP11832,Standard,Delivered,2025-04-01
ORD12833,SHP11833,Same Day,Delivered,2023-03-16
ORD12834,SHP11834,Same Day,Cancelled,2024-10-01
ORD12835,SHP11835,Express,Delivered,2024-12-01
ORD12836,SHP11836,Express,Delivered,2023-09-12
ORD12837,SHP11837,Same Day,Delivered,2025-04-13
ORD12838,SHP11838,Express,Failed,2025-04-01
ORD12839,SHP11839,Same Day,Delivered,2025-01-22
ORD12840,SHP11840,Same Day,Delivered,2025-02-03
ORD12841,SHP11841,Express,In Transit,2023-12-04
ORD12842,SHP11842,Express,Delivered,2024-02-08
ORD12843,SHP11843,Standard,Delivered,2023-12-12
ORD12844,SHP11844,Standard,Delivered,2024-08-09
ORD12845,SHP11845,Express,Failed,2025-01-22
ORD12846,SHP11846,Express,Failed,2025-04-19
ORD12847,SHP11847,Express,Delivered,2024-10-30
ORD12848,SHP11848,Standard,Delivered,2024-03-31
ORD12849,SHP11849,Express,Delivered,2025-06-25
ORD12850,SHP11850,Standard,Delivered,2023-04-29
ORD12851,SHP11851,Standard,Delivered,2023-11-13
ORD12852,SHP11852,Standard,Delivered,2023-08-18
ORD12853,SHP11853,Standard,Delivered,2025-04-18
ORD12854,SHP11854,Same Day,Delivered,2025-05-10
ORD12855,SHP11855,Express,Delivered,2023-09-07
ORD12856,SHP11856,Express,Failed,2025-03-29
ORD12857,SHP11857,Same Day,Delivered,2024-06-15
ORD12858,SHP11858,Express,Delivered,2024-06-12
ORD12859,SHP11859,Standard,Delivered,2024-03-08
ORD12860,SHP11860,Same Day,In Transit,2023-02-13
ORD12861,SHP11861,Standard,Delivered,2024-04-14
ORD12862,SHP11862,Same Day,In Transit,2024-09-14
ORD12863,SHP11863,Standard,Delivered,2023-10-10
ORD12864,SHP11864,Express,Delivered,2025-04-17
ORD12865,SHP11865,Express,Delivered,2023-01-24
ORD12866,SHP11866,Express,Cancelled,2023-03-13
ORD12867,SHP11867,Same Day,Delivered,2023-06-19
ORD12868,SHP11868,Express,Delivered,2024-08-09
ORD12869,SHP11869,Same Day,Cancelled,2024-02-12
ORD12870,SHP11870,Standard,Delivered,2025-07-01
ORD12871,SHP11871,Express,In Transit,2025-04-05
ORD12872,SHP11872,Standard,Delivered,2024-02-17
ORD12873,SHP11873,Express,Delivered,2023-04-24
ORD12874,SHP11874,Standard,Delivered,2023-10-05
ORD12875,SHP11875,Same Day,Delivered,2024-02-14
ORD12876,SHP11876,Express,Delivered,2024-01-10
ORD12877,SHP11877,Same Day,Delivered,2024-08-20
ORD12878,SHP11878,Same Day,Delivered,2024-10-13
ORD12879,SHP11879,Standard,Delivered,2023-02-10
ORD12880,SHP11880,Express,Delivered,2023-04-19
ORD12881,SHP11881,Same Day,Delivered,2023-11-24
ORD12882,SHP11882,Standard,Delivered,2025-03-04
ORD12883,SHP11883,Standard,Delivered,2024-02-21
ORD12884,SHP11884,Standard,Delivered,2024-03-10
ORD12885,SHP11885,Express,In Transit,2024-09-30
ORD12886,SHP11886,Express,Delivered,2025-01-02
ORD12887,SHP11887,Standard,Delivered,2025-06-11
ORD12888,SHP11888,Express,Delivered,2023-03-08
ORD12889,SHP11889,Standard,Failed,2024-09-05
ORD12890,SHP11890,Express,Delivered,2023-11-08
ORD12891,SHP11891,Express,Cancelled,2023-12-21
ORD12892,SHP11892,Standard,In Transit,2024-01-30
ORD12893,SHP11893,Standard,Delivered,2023-07-27
ORD12894,SHP11894,Express,Delivered,2023-09-21
ORD12895,SHP11895,Standard,Delivered,2024-05-01
ORD12896,SHP11896,Standard,Delivered,2024-06-05
ORD12897,SHP11897,Standard,Delivered,2024-03-26
ORD12898,SHP11898,Standard,Delivered,2024-12-15
ORD12899,SHP11899,Express,Delivered,2023-07-05
ORD12900,SHP11900,Same Day,Delivered,2023-12-12
ORD12901,SHP11901,Express,Delivered,2023-05-14
ORD12902,SHP11902,Standard,Delivered,2024-03-22
ORD12903,SHP11903,Standard,Delivered,2025-04-20
ORD12904,SHP11904,Express,Delivered,2023-09-12
ORD12905,SHP11905,Standard,Delivered,2023-09-24
ORD12906,SHP11906,Express,Delivered,2023-04-06
ORD12907,SHP11907,Same Day,Delivered,2024-10-28
ORD12908,SHP11908,Standard,Delivered,2024-02-20
ORD12909,SHP11909,Same Day,Delivered,2023-05-22
ORD12910,SHP11910,Same Day,Delivered,2023-07-30
ORD12911,SHP11911,Standard,Cancelled,2024-10-04
ORD12912,SHP11912,Standard,Delivered,2025-01-18
ORD12913,SHP11913,Express,Delivered,2024-07-27
ORD12914,SHP11914,Express,In Transit,2023-11-07
ORD12915,SHP11915,Standard,Delivered,2023-09-29
ORD12916,SHP11916,Express,Delivered,2024-10-13
ORD12917,SHP11917,Same Day,In Transit,2023-11-16
ORD12918,SHP11918,Same Day,Delivered,2023-04-24
ORD12919,SHP11919,Standard,Delivered,2025-06-22
ORD12920,SHP11920,Express,Delivered,2024-01-15
ORD12921,SHP11921,Standard,Delivered,2024-04-03
ORD12922,SHP11922,Same Day,Cancelled,2023-07-14
ORD12923,SHP11923,Standard,In Transit,2025-06-12
ORD12924,SHP11924,Standard,Delivered,2024-03-20
ORD12925,SHP11925,Standard,In Transit,2023-07-12
ORD12926,SHP11926,Standard,Failed,2025-04-13
ORD12927,SHP11927,Same Day,Cancelled,2024-01-04
ORD12928,SHP11928,Standard,Delivered,2023-03-31
ORD12929,SHP11929,Standard,Delivered,2023-07-08
ORD12930,SHP11930,Express,Delivered,2025-04-02
ORD12931,SHP11931,Standard,Delivered,2023-05-16
ORD12932,SHP11932,Express,Delivered,2025-05-24
ORD12933,SHP11933,Standard,Delivered,2024-09-28
ORD12934,SHP11934,Express,Failed,2024-07-14
ORD12935,SHP11935,Standard,Delivered,2025-03-16
ORD12936,SHP11936,Express,Delivered,2024-01-15
ORD12937,SHP11937,Standard,Delivered,2024-11-22
ORD12938,SHP11938,Standard,Delivered,2024-11-27
ORD12939,SHP11939,Express,Delivered,2023-04-12
ORD12940,SHP11940,Standard,Delivered,2025-04-22
ORD12941,SHP11941,Standard,In Transit,2023-02-06
ORD12942,SHP11942,Standard,Delivered,2024-08-09
ORD12943,SHP11943,Standard,Delivered,2023-06-21
ORD12944,SHP11944,Same Day,Delivered,2024-01-02
ORD12945,SHP11945,Standard,Delivered,2025-02-28
ORD12946,SHP11946,Same Day,Delivered,2023-03-05
ORD12947,SHP11947,Same Day,Delivered,2023-07-02
ORD12948,SHP11948,Standard,Delivered,2023-01-20
ORD12949,SHP11949,Express,Delivered,2023-08-20
ORD12950,SHP11950,Express,Delivered,2024-04-18
ORD12951,SHP11951,Standard,Cancelled,2023-04-11
ORD12952,SHP11952,Same Day,Delivered,2025-06-03
ORD12953,SHP11953,Express,Delivered,2023-10-26
ORD12954,SHP11954,Standard,Delivered,2024-08-16
ORD12955,SHP11955,Standard,Delivered,2023-06-29
ORD12956,SHP11956,Same Day,Delivered,2023-08-13
ORD12957,SHP11957,Express,Delivered,2024-09-11
ORD12958,SHP11958,Standard,Delivered,2023-02-25
ORD12959,SHP11959,Express,Delivered,2024-11-29
ORD12960,SHP11960,Standard,Failed,2025-05-16
ORD12961,SHP11961,Standard,Failed,2024-02-11
ORD12962,SHP11962,Standard,Delivered,2023-11-20
ORD12963,SHP11963,Same Day,Delivered,2025-05-21
ORD12964,SHP11964,Same Day,Delivered,2023-12-18
ORD12965,SHP11965,Same Day,Delivered,2024-03-21
ORD12966,SHP11966,Express,Delivered,2025-04-18
ORD12967,SHP11967,Same Day,Failed,2024-08-03
ORD12968,SHP11968,Same Day,In Transit,2024-06-29
ORD12969,SHP11969,Express,Delivered,2025-02-27
ORD12970,SHP11970,Express,Delivered,2023-10-12
ORD12971,SHP11971,Express,Delivered,2023-12-27
ORD12972,SHP11972,Express,Delivered,2025-04-07
ORD12973,SHP11973,Same Day,Delivered,2024-09-27
ORD12974,SHP11974,Same Day,Delivered,2025-06-12
ORD12975,SHP11975,Express,In Transit,2024-10-12
ORD12976,SHP11976,Same Day,Delivered,2024-10-06
ORD12977,SHP11977,Standard,Delivered,2023-01-12
ORD12978,SHP11978,Same Day,In Transit,2024-07-18
ORD12979,SHP11979,Standard,Cancelled,2024-05-08
ORD12980,SHP11980,Express,Delivered,2023-12-09
ORD12981,SHP11981,Express,Delivered,2024-04-17
ORD12982,SHP11982,Same Day,Delivered,2025-03-05
ORD12983,SHP11983,Express,Cancelled,2024-11-19
ORD12984,SHP11984,Same Day,Delivered,2024-12-01
ORD12985,SHP11985,Same Day,Delivered,2024-12-08
ORD12986,SHP11986,Same Day,Delivered,2023-09-07
ORD12987,SHP11987,Same Day,Delivered,2023-08-29
ORD12988,SHP11988,Standard,Failed,2023-03-25
ORD12989,SHP11989,Standard,Delivered,2023-04-05
ORD12990,SHP11990,Express,Delivered,2025-06-09
ORD12991,SHP11991,Standard,Failed,2024-02-04
